method,class,sequence_id,time_index,projection_ratio,off_axis_ratio
methodA,polite,34,9,0.1570255607366562,0.9276787042617798
methodA,polite,34,10,0.36182108521461487,1.0952916145324707
methodA,polite,34,11,0.35883548855781555,1.036169171333313
methodA,polite,34,12,0.3194590210914612,1.1602224111557007
methodA,polite,34,13,0.4339195787906647,1.297011137008667
methodA,polite,34,14,0.45384329557418823,1.298845887184143
methodA,polite,34,15,0.44911831617355347,1.2945665121078491
methodA,polite,34,16,0.4002875089645386,1.269753336906433
methodA,polite,34,17,0.3530675172805786,1.2718746662139893
methodA,polite,34,18,0.34137222170829773,1.2229385375976562
methodA,polite,34,19,0.3210403025150299,1.1959278583526611
methodA,polite,35,0,0.0,0.0
methodA,polite,35,1,-0.13059569895267487,0.862445056438446
methodA,polite,35,2,-0.11520665884017944,0.9613667130470276
methodA,polite,35,3,-0.16431331634521484,1.0192835330963135
methodA,polite,35,4,-0.17758142948150635,1.0396536588668823
methodA,polite,35,5,-0.14771895110607147,1.1452295780181885
methodA,polite,35,6,-0.02045036479830742,1.2231557369232178
methodA,polite,35,7,0.10809360444545746,1.274684190750122
methodA,polite,35,8,0.26654964685440063,1.1761077642440796
methodA,polite,35,9,0.2953544557094574,0.9965642690658569
methodA,polite,35,10,0.41613250970840454,1.0714432001113892
methodA,polite,35,11,0.5146110653877258,1.009141206741333
methodA,polite,35,12,0.5888540148735046,1.1329553127288818
methodA,polite,35,13,0.6655384302139282,1.1081089973449707
methodA,polite,35,14,0.7498877644538879,1.1661697626113892
methodA,polite,35,15,0.7518317699432373,1.1617636680603027
methodA,polite,35,16,0.7395405173301697,1.151291012763977
methodA,polite,35,17,0.7637892961502075,1.1703895330429077
methodA,polite,35,18,0.7705686688423157,1.1699780225753784
methodA,polite,35,19,0.7502776384353638,1.1718132495880127
methodA,polite,36,0,0.0,0.0
methodA,polite,36,1,0.12494637072086334,0.47186923027038574
methodA,polite,36,2,0.14230570197105408,0.5315390825271606
methodA,polite,36,3,0.16056932508945465,0.5115475654602051
methodA,polite,36,4,0.11105063557624817,0.5738013386726379
methodA,polite,36,5,0.10068241506814957,0.5350820422172546
