method,metric_type,class,anchor_class,time_index,mean,std,median,q1,q3
methodB,difference_norm,ambiguous,truesmile,2,0.41167622804641724,0.08141731897502254,0.3927943706512451,0.34744495153427124,0.46170301735401154
methodB,difference_norm,ambiguous,truesmile,3,0.44679441054662067,0.10026267520709689,0.43814629316329956,0.36250995099544525,0.4897289425134659
methodB,difference_norm,ambiguous,truesmile,4,0.5397461387846205,0.08447983368908991,0.5148516893386841,0.46934960782527924,0.6036904752254486
methodB,difference_norm,ambiguous,truesmile,5,0.5583942035833994,0.08442995375312184,0.5419294834136963,0.4842218607664108,0.638236790895462
methodB,difference_norm,ambiguous,truesmile,6,0.5831742154227363,0.08212691559684651,0.5676256418228149,0.5132042169570923,0.6537632346153259
methodB,difference_norm,ambiguous,truesmile,7,0.6012624480106212,0.07983350957677603,0.6044776439666748,0.5512984395027161,0.6461955010890961
methodB,difference_norm,ambiguous,truesmile,8,0.626084981141267,0.07197539928592615,0.6308263540267944,0.5693504810333252,0.6839593946933746
methodB,difference_norm,ambiguous,truesmile,9,0.600411613782247,0.0719288335460824,0.6107174158096313,0.5509963035583496,0.6444137096405029
methodB,difference_norm,ambiguous,truesmile,10,0.6038411524560716,0.08341051145148562,0.6127417683601379,0.5318686068058014,0.6443961560726166
methodB,difference_norm,ambiguous,truesmile,11,0.6335954699251387,0.09466779270982298,0.6395072340965271,0.5619648694992065,0.701156884431839
methodB,difference_norm,ambiguous,truesmile,12,0.6655656033092074,0.10167238801989073,0.6314066648483276,0.6021820604801178,0.7339224517345428
methodB,difference_norm,ambiguous,truesmile,13,0.741583541587547,0.09920365840702278,0.7359806299209595,0.6695924699306488,0.8125654757022858
methodB,difference_norm,ambiguous,truesmile,14,0.7953864843757065,0.09070584116213198,0.8011115789413452,0.720566064119339,0.8434940874576569
methodB,difference_norm,ambiguous,truesmile,15,0.7744384121011805,0.08649804357117324,0.7644700407981873,0.7073706984519958,0.8379387557506561
methodB,difference_norm,ambiguous,truesmile,16,0.7864555893120942,0.08277244108708877,0.7743855118751526,0.7046246826648712,0.8475264012813568
methodB,difference_norm,ambiguous,truesmile,17,0.7832099243446633,0.08914589525915805,0.7743533253669739,0.704279214143753,0.8553285300731659
methodB,difference_norm,ambiguous,truesmile,18,0.7805998700636404,0.08571997874111716,0.7496311664581299,0.7187053859233856,0.8483580946922302
methodB,difference_norm,ambiguous,truesmile,19,0.789462822454947,0.09358679067659126,0.7905635833740234,0.7307507395744324,0.8307470083236694
methodB,difference_norm,polite,truesmile,0,0.17452859842195745,0.03182832611709269,0.1684178113937378,0.15326179563999176,0.18894724547863007
methodB,difference_norm,polite,truesmile,1,0.19632567647026805,0.03059829417104431,0.18502891063690186,0.17442068457603455,0.21187767386436462
methodB,difference_norm,polite,truesmile,2,0.39085218019601775,0.05121704256276475,0.38295337557792664,0.34797027707099915,0.4322606325149536
methodB,difference_norm,polite,truesmile,3,0.42102321764317957,0.06736587029067553,0.41751453280448914,0.3705267310142517,0.4524673819541931
methodB,difference_norm,polite,truesmile,4,0.5267858934111711,0.06643912892054918,0.5164440870285034,0.47339504957199097,0.571310818195343
methodB,difference_norm,polite,truesmile,5,0.5586460472607031,0.06958219378009127,0.5607317686080933,0.5021554231643677,0.5938875675201416
methodB,difference_norm,polite,truesmile,6,0.5720783152231356,0.06607238702589445,0.5665790438652039,0.5072667002677917,0.6199599504470825
methodB,difference_norm,polite,truesmile,7,0.5887370465732202,0.0714160431012385,0.5797987580299377,0.5365167856216431,0.6468542218208313
methodB,difference_norm,polite,truesmile,8,0.6123982806031297,0.07401723456444076,0.5919002294540405,0.5629568099975586,0.655856192111969
methodB,difference_norm,polite,truesmile,9,0.5857764758714815,0.08294859660950563,0.5745561718940735,0.5315769910812378,0.62412428855896
methodB,difference_norm,polite,truesmile,10,0.6004484862816043,0.08415659526292998,0.5953888893127441,0.5580805540084839,0.6439629197120667
methodB,difference_norm,polite,truesmile,11,0.6056925407270106,0.08900537903061194,0.6059247255325317,0.5625165700912476,0.6384846568107605
methodB,difference_norm,polite,truesmile,12,0.6509752746035413,0.09646514151259372,0.6509209275245667,0.5963571071624756,0.6915176510810852
methodB,difference_norm,polite,truesmile,13,0.6976530697287583,0.10261928006021398,0.6913248300552368,0.6137414574623108,0.7696430087089539
methodB,difference_norm,polite,truesmile,14,0.7555976568198786,0.08975024631764648,0.7439045906066895,0.6912218928337097,0.8177575469017029
methodB,difference_norm,polite,truesmile,15,0.7430422291523073,0.08285056142862401,0.7318008542060852,0.6804367303848267,0.8037927150726318
methodB,difference_norm,polite,truesmile,16,0.7443904629567775,0.08821399441900898,0.7397428750991821,0.6605694890022278,0.796118438243866
methodB,difference_norm,polite,truesmile,17,0.7398595446493568,0.08815505045594269,0.7333223223686218,0.6730532646179199,0.8093976974487305
methodB,difference_norm,polite,truesmile,18,0.7569611872114786,0.08121832470474749,0.7594838738441467,0.7042941451072693,0.7873430848121643
methodB,difference_norm,polite,truesmile,19,0.7587018812574992,0.07823893336975138,0.7477874755859375,0.7119300365447998,0.8178558349609375
methodB,difference_norm,truesmile,truesmile,0,0.23152525226275125,0.11907149545285844,0.24481270462274551,0.2382100373506546,0.25438667833805084
methodB,difference_norm,truesmile,truesmile,1,0.22869868079821268,0.11108838408388554,0.24866989254951477,0.23492798954248428,0.27233612537384033
methodB,difference_norm,truesmile,truesmile,2,0.4653325130542119,0.22204030788154672,0.5039801448583603,0.4831518903374672,0.5770098865032196
methodB,difference_norm,truesmile,truesmile,3,0.522619773944219,0.2601813956883693,0.5652954578399658,0.5016116946935654,0.6508482992649078
methodB,difference_norm,truesmile,truesmile,4,0.5581806202729543,0.268112338701693,0.6373558044433594,0.5584699362516403,0.6704726368188858
methodB,difference_norm,truesmile,truesmile,5,0.5590459803740183,0.26308851893049723,0.6463863849639893,0.5754212141036987,0.6707244366407394
methodB,difference_norm,truesmile,truesmile,6,0.5925525426864624,0.2716862209767554,0.7071268856525421,0.6249514371156693,0.7312358617782593
methodB,difference_norm,truesmile,truesmile,7,0.5946837961673737,0.2758222735462109,0.6847907602787018,0.6239373981952667,0.7382950931787491
methodB,difference_norm,truesmile,truesmile,8,0.611843059460322,0.2869879308247384,0.6832141876220703,0.6346844136714935,0.7685026973485947
methodB,difference_norm,truesmile,truesmile,9,0.5987576345602671,0.2740863314404738,0.6859853863716125,0.6522280126810074,0.7356113344430923
methodB,difference_norm,truesmile,truesmile,10,0.5933669904867808,0.27249620764278737,0.6650044322013855,0.6458896398544312,0.7634078711271286
methodB,difference_norm,truesmile,truesmile,11,0.6211113433043162,0.28519788236702304,0.7056276202201843,0.6730208247900009,0.7715559005737305
methodB,difference_norm,truesmile,truesmile,12,0.6101504862308502,0.2815166882519768,0.7079149782657623,0.6619144231081009,0.7196925580501556
methodB,difference_norm,truesmile,truesmile,13,0.6473398804664612,0.29941724866382935,0.7774143517017365,0.6737816333770752,0.7837363481521606
methodB,difference_norm,truesmile,truesmile,14,0.7036895155906677,0.32380992751502974,0.827204704284668,0.747470036149025,0.8546883761882782
methodB,difference_norm,truesmile,truesmile,15,0.6719192167123159,0.30925457388709876,0.7916906774044037,0.7046837955713272,0.8324611485004425
methodB,difference_norm,truesmile,truesmile,16,0.6754710872968038,0.31669429483375533,0.8137944042682648,0.6658580452203751,0.8568608611822128
methodB,difference_norm,truesmile,truesmile,17,0.7130146821339926,0.3250724640481125,0.8513816893100739,0.7607784122228622,0.8996474593877792
methodB,difference_norm,truesmile,truesmile,18,0.6974900166193644,0.3132468850533636,0.8456361591815948,0.7934015989303589,0.8488022089004517
methodB,difference_norm,truesmile,truesmile,19,0.7027624348799387,0.3186713733082634,0.8229387998580933,0.7793334126472473,0.8543643653392792
