method,metric_type,class,anchor_class,time_index,mean,std,median,q1,q3
methodB,projection_ratio,polite,,14,0.15105000260944773,0.12604676643448606,0.12159618735313416,0.06040186807513237,0.2418496310710907
methodB,projection_ratio,polite,,15,0.15591714124581435,0.13354946056663397,0.13635583221912384,0.09845379739999771,0.21713265776634216
methodB,projection_ratio,polite,,16,0.1615362563851948,0.1372161772291251,0.15287275612354279,0.06280837208032608,0.24199175834655762
methodB,projection_ratio,polite,,17,0.14474502937277642,0.1364669326528392,0.13670091331005096,0.05946521461009979,0.24092042446136475
methodB,projection_ratio,polite,,18,0.13566938848745805,0.14568239512150302,0.12909437716007233,0.029563119634985924,0.21917425096035004
methodB,projection_ratio,polite,,19,0.13612130839979594,0.12799437568176417,0.14850284159183502,0.025610504671931267,0.2050345093011856
methodB,projection_ratio,truesmile,,0,0.0,0.0,0.0,0.0,0.0
methodB,projection_ratio,truesmile,,1,0.01928584712247054,0.05361228820888751,0.019958948716521263,-0.03000024054199457,0.052501275204122066
methodB,projection_ratio,truesmile,,2,0.0368952895514667,0.06600624376933163,0.022532415110617876,-0.02104298141784966,0.09378457861021161
methodB,projection_ratio,truesmile,,3,0.14204665645956993,0.11108059826247535,0.16043655574321747,0.08662589080631733,0.2405913546681404
methodB,projection_ratio,truesmile,,4,0.14503202711542448,0.14592548211693213,0.12802625447511673,0.09569251909852028,0.260544128715992
methodB,projection_ratio,truesmile,,5,0.18558508778611818,0.16427226083724447,0.17902762442827225,0.14277075231075287,0.30683767795562744
methodB,projection_ratio,truesmile,,6,0.19815320149064064,0.2027541606176425,0.19739029556512833,0.13691634498536587,0.3651462532579899
methodB,projection_ratio,truesmile,,7,0.24138974770903587,0.17360341703386073,0.26181357353925705,0.15989647805690765,0.3894794061779976
methodB,projection_ratio,truesmile,,8,0.27208224684000015,0.18198379340173265,0.27891090512275696,0.1837846077978611,0.4003092721104622
methodB,projection_ratio,truesmile,,9,0.2823233569506556,0.16000567305362243,0.3212975263595581,0.205813929438591,0.39822736382484436
methodB,projection_ratio,truesmile,,10,0.29768627633651096,0.18423520541954788,0.35502737760543823,0.24406125023961067,0.4375191181898117
methodB,projection_ratio,truesmile,,11,0.2919236558179061,0.19005547434263492,0.33738164603710175,0.238550566136837,0.4143127351999283
methodB,projection_ratio,truesmile,,12,0.29761563676098984,0.18365592578453838,0.3215525150299072,0.27452006191015244,0.37566445767879486
methodB,projection_ratio,truesmile,,13,0.3157619573175907,0.21836777658807527,0.328132301568985,0.3005072697997093,0.3968348950147629
methodB,projection_ratio,truesmile,,14,0.3337830522408088,0.22827692894891183,0.29281724989414215,0.2773277163505554,0.4166703298687935
methodB,projection_ratio,truesmile,,15,0.33638254677255947,0.22409263593983916,0.3306575119495392,0.26628580689430237,0.42275214940309525
methodB,projection_ratio,truesmile,,16,0.3619940862990916,0.20511057900784282,0.3516205847263336,0.2874133586883545,0.46325501054525375
methodB,projection_ratio,truesmile,,17,0.4105863328247021,0.2391008240689665,0.4085712283849716,0.3072713315486908,0.5518350899219513
methodB,projection_ratio,truesmile,,18,0.38003231957554817,0.23141790257798417,0.3433842360973358,0.2820144593715668,0.40006501972675323
methodB,projection_ratio,truesmile,,19,0.448161077996095,0.2693565488748235,0.3882966488599777,0.2825533598661423,0.4758356288075447
